posts;users;votes;comments,0.9472841223838325;1.0;0.9994635193133047;0.7705885766768784, 33795.78 , 448161 , 299.521 , 408599
posts;users;votes;badges,0.21652380253625997;1.0;1.0;0.9967689822294022, 21748.08 , 5133916 , 511.862 , 2809424
posts;users;votes;badges,0.4652793845417309;0.9890142591444513;1.0;1.0, 21748.56 , 27595871 , 817.477 , 3778084
users;postHistory;votes;comments,0.9714477889466745;0.9855450003153411;1.0;1.0, 79096.38 , 1214815318 , 7692.252 , 11075893
users;postHistory;votes;comments,0.9965554777537898;1.0;1.0;0.7717656712242008, 70706.99 , 973180729 , 40096.576 , 183537163
users;postHistory;votes;comments,0.9107951994348032;0.3033639305115325;1.0;0.9816987464501878, 33373.89 , 344064571 , 1276.912 , 569476
badges;users;votes;comments,0.9709959800127738;1.0;0.10266637455666863;0.1417067197943394, 10617.21 , 9604752 , 75224.231 , 537352263
badges;users;votes;comments,1.0;0.9962306261624303;1.0;0.14325879985248383, 19697.28 , 95818467 , 81423.812 , 593169291
badges;users;postHistory;comments,1.0;0.9667746755380666;1.0;0.9956111413900921, 955394.3 , 12300082501 , 3177.342 , 18382871
badges;users;postHistory;comments,0.9875267686065297;0.9177223962663543;0.28837819039974927;1.0, 277683.86 , 3318612879 , 3155.988 , 19424781
badges;users;postHistory;comments,0.9757924133699014;0.9884027798009739;1.0;0.9814348412265855, 939867.55 , 12088072625 , 7626.907 , 43927632
badges;users;postHistory;comments,1.0;0.9936267823930565;0.9752680815205088;0.04797337999483664, 94301.4 , 601834796 , 432.23 , 986987
posts;users;postHistory;votes,0.4666543446116378;0.9732672039677619;0.9974570149775551;0.798978248146703, 31556.59 , 381438 , 218.043 , 354388
posts;users;postHistory;votes,0.10000447967398683;0.9318480206351909;0.9450108348972747;0.9896232999505301, 28123.22 , 197200 , 334.013 , 554302
posts;users;postHistory;badges,0.20604613800364469;0.9900309981401116;0.22899068891476218;0.9957420696046386, 26224.72 , 9909787 , 439.816 , 1936953
posts;users;postHistory;badges,0.9889101504740367;0.9866031796058758;0.9993997104097471;1.0, 199203.09 , 96270379 , 1950093.413 , 11637523617
posts;users;postHistory;badges,0.009325449917385173;0.9629617396341544;0.28284974295791226;0.9894582127860999, 20889.88 , 1741942 , 670.342 , 1116000
posts;users;postHistory;badges,0.519211533443507;1.0;0.9901620086362126;1.0, 80739.5 , 51063884 , 1869168.018 , 11206879551
posts;users;postHistory;badges,0.06637847585200883;0.9990576565406075;1.0;1.0, 20513.74 , 6615940 , 29855.586 , 154355934
users;postHistory;votes;badges,0.9831552775054203;1.0;0.9974700058525166;0.9975329050356289, 24035.78 , 20073106 , 884.568 , 6351775
users;postHistory;votes;badges,0.8405331278705941;0.14156609617166963;0.9994635193133047;0.9883032147374485, 12318.26 , 2391019 , 46.632 , 56205
users;postHistory;votes;badges,1.0;1.0;1.0;1.0, 23621.08 , 20474830 , 373818.549 , 3136348028
